dealno,north,south,par,ns,nh,nd,nc,np,ss,sh,sd,sc,sp,bid1,bid2,bid3,bid4,bid5,bid6,result,imp
220729, n AK53.QJ2.AT832.9 ,s 974.K5.QJ7.AQ753 ,430,4,3,5,1,14,3,2,3,5,12,3N,Pass,no,no,no,no,430,0
220730, n AQ976.Q643.AKT3. ,s KJ5.A92.872.KQ96 ,450,5,4,4,0,15,3,3,3,4,13,3N,4♠,Pass,no,no,no,450,0
220731, n K8.T843.A74.A985 ,s AQ763.A.Q9.KQ642 ,1440,2,4,3,4,11,5,1,2,5,17,3N,7♣,Pass,no,no,no,1440,0
220732, n KJ65.AQ97.KT7.82 ,s Q3.53.A53.KT7643 ,90,4,4,3,2,13,2,2,3,6,9,1♥,Pass,no,no,no,no,80,0
220733, n A753.Q9.53.KQ642 ,s KJT6.85.J972.AJ7 ,-100,4,2,2,5,11,4,2,4,3,10,1♠,Pass,no,no,no,no,140,6
220734, n JT84.K9.KQ.KQ742 ,s 953.QT4.T762.AJ8 ,-100,4,2,2,5,14,3,3,4,3,7,1♠,Pass,no,no,no,no,80,5
220735, n AJ7.KQJ3.T974.Q6 ,s T43.A8.AK65.J972 ,400,3,4,4,2,13,3,2,4,4,12,3N,Pass,no,no,no,no,400,0
220736, n T95.9.AQ43.KQT98 ,s K43.AKT87.KT9.AJ ,920,3,1,4,5,11,3,5,3,2,18,1♥,1♠,1N,4N,Pass,no,460,-10
220737, n AK732.T862.KQJ.3 ,s J986.74.AT2.KJ95 ,140,5,4,3,1,13,4,2,3,4,9,1♠,Pass,no,no,no,no,140,0
220738, n AK54.A4.76.KQJ62 ,s JT9732.83.AK9.97 ,450,4,2,2,5,17,6,2,3,2,8,3N,4♠,Pass,no,no,no,450,0
220739, n AQ3.A972.J97.QJ7 ,s 6.KJ854.Q.AT6532 ,300,3,4,3,3,14,1,5,1,6,10,1♥,4♥,Pass,no,no,no,450,4
220740, n A4.QT87.Q.AQJ743 ,s Q96.J6.AT9432.62 ,-100,2,4,1,6,15,3,2,6,2,7,1♣,Pass,no,no,no,no,90,5
220741, n AK7.J962.6.AQT86 ,s Q.AT3.Q987.K7542 ,920,3,4,1,5,14,1,3,4,5,11,3N,6♣,Pass,no,no,no,920,0
220742, n A7.AJT.KT32.AK95 ,s J93.Q542.8764.Q6 ,130,2,3,4,4,19,3,4,4,2,5,1N,Pass,no,no,no,no,120,0
220743, n 8.KQ9876.AJ6.K74 ,s AKQ42.5.K97432.A ,430,1,6,3,3,13,5,1,6,1,16,3N,Pass,no,no,no,no,430,0
220744, n AJ.T953.AK83.T96 ,s 63.AQ2.Q54.A8543 ,140,2,4,4,3,12,2,3,3,5,12,1♥,Pass,no,no,no,no,140,0
220745, n A7653.QT.Q832.KQ ,s KT8.K9.AKT976.J8 ,300,5,2,4,2,13,3,2,6,2,14,3N,Pass,no,no,no,no,400,3
220746, n A2.AT863.J.AJT96 ,s QJ7543.J7.94.KQ2 ,420,2,5,1,5,14,6,2,2,3,9,1♠,4♠,Pass,no,no,no,420,0
220747, n AKT64.AQ754.A6.5 ,s Q97.J.QT843.AKQ4 ,1520,5,5,2,1,17,3,1,5,4,14,3N,4♠,7♠,Pass,no,no,1510,0
220748, n AKQT4.A9843..543 ,s 532.Q7.KJ964.Q98 ,-90,5,5,0,3,13,3,2,5,3,8,1♠,Pass,no,no,no,no,80,5
220749, n Q987.KJ5.Q63.A76 ,s 54.QT943.AKJ8.T5 ,-100,4,3,3,3,12,2,5,4,2,10,1♥,Pass,no,no,no,no,110,5
220750, n 75.AT97.AKT.Q986 ,s KJ6.QJ43.QJ43.AK ,430,2,4,3,4,13,3,4,4,2,17,3N,4♥,Pass,no,no,no,420,0
220751, n 6.AKQ.KQ.AKT9865 ,s QJ974.J7.JT73.Q4 ,430,1,3,2,7,21,5,2,4,2,7,3N,Pass,no,no,no,no,430,0
220752, n AT52.KJ.K863.KJ5 ,s K873.654.T7.AT87 ,140,4,2,4,3,15,4,3,2,4,7,1♠,Pass,no,no,no,no,140,0
220753, n T.J2.AK9532.AK97 ,s AQ983.3.T87.J852 ,920,1,2,6,4,15,5,1,3,4,7,3N,6♣,Pass,no,no,no,920,0
220754, n A432.A972.A83.93 ,s T6.KJ863.J.KJT72 ,450,4,4,3,2,12,2,5,1,5,9,1♥,4♥,Pass,no,no,no,450,0
220755, n QJ432.J.AK92.K75 ,s K9.63.Q854.QT962 ,100,5,1,4,3,14,2,2,4,5,7,1♦,Pass,no,no,no,no,130,1
220756, n A9643.AQ2.AK.KT6 ,s QJ8.KJ83.7432.A9 ,1520,5,3,2,3,20,3,4,4,2,11,3N,4♠,7♠,Pass,no,no,1510,0
220757, n KT93.A95.953.A64 ,s Q854.K8.QT87.KJ3 ,420,4,3,3,3,11,4,2,4,3,11,1♠,Pass,no,no,no,no,140,-7
220758, n AKT743.QJ84.9.A4 ,s 98.A63.AK.QT8632 ,420,6,4,1,2,14,2,3,2,6,13,1♥,4♥,Pass,no,no,no,420,0
220759, n K2.AK9753.T3.AJ4 ,s AQT93.Q84.974.75 ,100,2,6,2,3,15,5,3,3,2,8,1♥,4♥,Pass,no,no,no,420,8
220760, n QJT.KQJT6.Q.9762 ,s A642.A85.AK975.T ,980,3,5,1,4,11,4,3,5,1,15,3N,6♥,Pass,no,no,no,980,0
220761, n AQJT973.A53.6.J8 ,s 86.T864.KQ9.AQ74 ,140,7,3,1,2,12,2,4,3,4,11,1♠,Pass,no,no,no,no,140,0
220762, n A97432.A8.63.K62 ,s KT5.J64.AKJ75.AJ ,1510,6,2,2,3,11,3,3,5,2,17,1♥,4♥,7♠,Pass,no,no,1510,0
220763, n Q3.KT6.KJ542.Q42 ,s K752.J4.97.AK863 ,400,2,3,5,3,11,4,2,2,5,11,3N,Pass,no,no,no,no,400,0
220764, n AKJ972..Q76.K754 ,s 84.AQ932.843.AJ6 ,420,6,0,3,4,13,2,5,3,3,11,3N,4♠,Pass,no,no,no,420,0
220765, n 8.AQT972.KT763.K ,s A642.864.QJ854.Q ,-300,1,6,5,1,12,4,3,5,1,9,1♦,Pass,no,no,no,no,130,10
220766, n 72.AK75.T765.AT4 ,s AQ.92.QJ8.KQ9632 ,300,2,4,4,3,11,2,2,3,6,14,3N,Pass,no,no,no,no,400,3
220767, n KQ943.AK2.KQ4.K4 ,s AT65.853.T976.83 ,420,5,3,3,2,20,4,3,4,2,4,1♠,4♠,Pass,no,no,no,420,0
220768, n K32.AKQ92.95.A75 ,s AJ.J875.A4.QJT84 ,1510,3,5,2,3,16,2,4,2,5,13,3N,4♥,7♥,Pass,no,no,1510,0
220769, n JT952.Q.T8.AKJT2 ,s A7.KJ97.Q72.Q753 ,100,5,1,2,5,11,2,4,3,4,12,1♣,Pass,no,no,no,no,110,0
220770, n Q2.K4.J2.AQJT432 ,s AT85.A973.T53.86 ,130,2,2,2,7,13,4,4,3,2,8,1♣,Pass,no,no,no,no,130,0
220771, n K97642.J6.AJT3.K ,s AQJ3.Q4.Q9752.AQ ,990,6,2,4,1,12,4,2,5,2,17,3N,6N,Pass,no,no,no,990,0
220772, n Q95.K872.A542.A9 ,s AJ764.Q.Q96.8654 ,100,3,4,4,2,13,5,1,3,4,9,1♠,Pass,no,no,no,no,110,0
220773, n K74.KQ7532.K.853 ,s J2.A98.AJ872.J62 ,-140,3,6,1,3,11,2,3,5,3,11,1♥,Pass,no,no,no,no,110,6
220774, n AK6.AQJ42.J6.T54 ,s JT54.K7.K943.A97 ,400,3,5,2,3,15,4,2,4,3,11,3N,Pass,no,no,no,no,400,0
220775, n Q532.AQ32.K.9874 ,s A976.96.AQJT4.J2 ,400,4,4,1,4,11,4,2,5,2,12,3N,Pass,no,no,no,no,400,0
220776, n AK7.QJT2.K94.AT3 ,s J63.K83.AQT865.J ,980,3,4,3,3,17,3,3,6,1,11,3N,6♥,Pass,no,no,no,980,0
220777, n K2.65.Q987.AK763 ,s Q8.AT82.AT63.T95 ,100,2,2,4,5,12,2,4,4,3,10,1♦,Pass,no,no,no,no,110,0
220778, n K965.T74.AQ6.QJ7 ,s 2.AKQJ962.KT.K42 ,460,4,3,3,3,12,1,7,2,3,16,3N,Pass,no,no,no,no,460,0
220779, n AJ7.J96.KQ63.AJ6 ,s 43.AQ.JT7.KQ8742 ,400,3,3,4,3,16,2,2,3,6,12,3N,Pass,no,no,no,no,400,0
220780, n QT982.AQ4.K42.K6 ,s A6.93.AT8753.T75 ,110,5,3,3,2,14,2,2,6,3,8,1♠,Pass,no,no,no,no,110,0
220781, n KQ973.QT52.A9.K5 ,s AJT85.AJ.T7.AT87 ,450,5,4,2,2,14,5,2,2,4,14,3N,4♠,Pass,no,no,no,450,0
220782, n AK6.8764.T94.AJ5 ,s T2.AKQ93.Q853.T2 ,140,3,4,3,3,12,2,5,4,2,11,1♥,Pass,no,no,no,no,140,0
220783, n KQ82.AKT.7.KJ532 ,s A763.87.AQJ84.Q4 ,460,4,3,1,5,16,4,2,5,2,13,3N,Pass,no,no,no,no,460,0
220784, n KQ5.AKQ64.JT65.9 ,s T9843.J2.KQ.Q742 ,420,3,5,4,1,15,5,2,2,4,8,1♠,4♠,Pass,no,no,no,420,0
220785, n 542.AKQ9832.5.A6 ,s KQ8.J6.KT6.QJ743 ,450,3,7,1,2,13,3,2,3,5,12,1♥,4♥,Pass,no,no,no,450,0
220786, n K9.A862.KQJ2.K76 ,s 764.KJ97.A85.Q95 ,450,2,4,4,3,16,3,4,3,3,10,3N,4♥,Pass,no,no,no,450,0
220787, n K9.A6.AQ96.AKQ53 ,s 7432.5.KJ54.J987 ,920,2,2,4,5,22,4,1,4,4,5,3N,6♣,Pass,no,no,no,920,0
220788, n AK7.5.KQJ987.875 ,s Q985.9.43.AK9643 ,-800,3,1,6,3,13,4,1,2,6,9,1♦,Pass,no,no,no,no,110,14
220789, n KQ6.A83.76.K8643 ,s T98.QJ65.AQ85.A7 ,400,3,3,2,5,12,3,4,4,2,13,3N,Pass,no,no,no,no,400,0
220790, n AQ3.K92.Q.KJ8762 ,s J974..AKJ9864.A5 ,1100,3,3,1,6,15,4,0,7,2,13,3N,6N,7♦,Pass,no,no,1440,8
220791, n KJT986.85.AK64.2 ,s A7543.AKJ76.T.A4 ,1510,6,2,4,1,11,5,5,1,2,16,1♥,4♥,7♠,Pass,no,no,1510,0
220792, n 976.KQJ7.JT6.AJ6 ,s A82.AT965.A8742. ,450,3,4,3,3,12,3,5,5,0,12,3N,4♥,Pass,no,no,no,450,0
220793, n KJT54.QJ8.J76.A3 ,s AQ7..KT432.KT874 ,300,5,3,3,2,12,3,0,5,5,12,3N,Pass,no,no,no,no,400,3
220794, n AK72.K94.843.J42 ,s Q86.Q752.AJ765.Q ,-100,4,3,3,3,11,3,4,5,1,11,1♠,Pass,no,no,no,no,80,5
220795, n 92.62.AKQ9.AK865 ,s J75.KQT.62.QJ972 ,130,2,2,4,5,16,3,3,2,5,9,1♣,Pass,no,no,no,no,130,0
220796, n J7.KQ987.7643.AQ ,s 6543.A.A85.K6432 ,100,2,5,4,2,12,4,1,3,5,11,1♥,Pass,no,no,no,no,110,0
220797, n Q6.A754.AJT72.86 ,s AKT7543.62.9.AJ2 ,450,2,4,5,2,11,7,2,1,3,12,3N,4♠,Pass,no,no,no,450,0
220798, n A32.Q7.AKQJ987.5 ,s J8.632.T64.AQT63 ,100,3,2,7,1,16,2,3,3,5,7,1♦,Pass,no,no,no,no,130,1
220799, n Q.KQJ42.AK83.K84 ,s AKJ94.7.J96.9753 ,420,1,5,4,3,18,5,1,3,4,9,3N,4♠,Pass,no,no,no,420,0
220800, n K3.KQT97.KQ632.A ,s 87.A54.A97.T6543 ,460,2,5,5,1,17,2,3,3,5,8,3N,Pass,no,no,no,no,460,0
220801, n Q.3.Q98762.AQJ97 ,s KJ76.AK74.A4.K42 ,430,1,1,6,5,11,4,4,2,3,18,3N,Pass,no,no,no,no,430,0
220802, n J642.A75.KT5.AKJ ,s KQ975.63.A63.987 ,430,4,3,3,3,16,5,2,3,3,9,3N,Pass,no,no,no,no,430,0
220803, n 96.AK98.AQ8543.A ,s A42.JT764.62.KT8 ,450,2,4,6,1,17,3,5,2,3,8,3N,4♥,Pass,no,no,no,450,0
220804, n T72.AK6.KJT972.J ,s KQJ95.T82.AQ6.Q2 ,450,3,3,6,1,12,5,3,3,2,14,1♠,4♠,Pass,no,no,no,450,0
220805, n QT6.K982.AQ.K432 ,s J743.J65.KT87.Q7 ,90,3,4,2,4,14,4,3,4,2,7,1♠,Pass,no,no,no,no,80,0
220806, n QJ96.K852.J8.KQ8 ,s K5.QJ643.AK97.A5 ,460,4,4,2,3,12,2,5,4,2,17,3N,Pass,no,no,no,no,460,0
220807, n 5.AQJT82.T87.A82 ,s 8.K5.A965.KJT643 ,500,1,6,3,3,11,1,2,4,6,11,3♣,6♣,6♥,Pass,no,no,980,10
220808, n J987.QT.KJ9.AKJ7 ,s 53.98.A763.QT982 ,100,4,2,3,4,15,2,2,4,5,6,1♦,Pass,no,no,no,no,110,0
220809, n 973.A85.K863.A74 ,s KT4.QT976.AJ.T52 ,100,3,3,4,3,11,3,5,2,3,10,1♥,Pass,no,no,no,no,110,0
220810, n AT.QJ97.QJ65.AQT ,s KQJ983.43.92.J53 ,120,2,4,4,3,16,6,2,2,3,7,1♠,Pass,no,no,no,no,110,0
220811, n AT3.AKJ3.K9.AK97 ,s Q94.QT52.A73.JT5 ,980,3,4,2,4,22,3,4,3,3,9,3N,6♥,Pass,no,no,no,980,0
220812, n AKQT2.AK8.A9.KQ9 ,s 63.74.K876542.42 ,980,5,3,2,3,25,2,2,7,2,3,3N,6♠,Pass,no,no,no,980,0
220813, n J3.KJ2.AKQ94.QJT ,s 9864.A53.T53.A74 ,430,2,3,5,3,17,4,3,3,3,8,3N,Pass,no,no,no,no,430,0
220814, n J75.AKQT.AJ74.87 ,s AQT964.752.Q2.T3 ,100,3,4,4,2,15,6,3,2,2,8,1♠,Pass,no,no,no,no,140,1
220815, n AJ4.542.A76.AKJ5 ,s 9865.AK987.5.874 ,420,3,3,3,4,17,4,5,1,3,7,1♥,4♥,Pass,no,no,no,420,0
220816, n A962.K953.AQ7.95 ,s K843.J64.J54.AJ2 ,100,4,4,3,2,13,4,3,3,3,10,1♠,Pass,no,no,no,no,110,0
220817, n AK42.T5..KQJ9765 ,s Q65.AKQJ92.KT95. ,1510,4,2,0,7,13,3,6,4,0,15,1♥,4♥,7♥,Pass,no,no,1510,0
220818, n AQ4.T7652.K.QJT2 ,s 95.AJ84.A9.A9865 ,990,3,5,1,4,12,2,4,2,5,13,3N,6N,Pass,no,no,no,990,0
220819, n Q.KQ9.J982.AK742 ,s 842.AJ632.Q.8653 ,450,1,3,4,5,15,3,5,1,4,7,1♥,4♥,Pass,no,no,no,450,0
220820, n 6.AQ.AK752.KJ972 ,s KT9852.T.T86.AQ4 ,990,1,2,5,5,17,6,1,3,3,9,3N,6♦,Pass,no,no,no,920,-2
220821, n Q872.KQJ74.Q6.J2 ,s KJT4.A982..AQT94 ,-300,4,5,2,2,11,4,4,0,5,14,1♠,4♠,Pass,no,no,no,420,12
220822, n K876.9864.AKQ2.9 ,s JT42.KQ.J.AT5432 ,420,4,4,4,1,12,4,2,1,6,11,1♠,4♠,Pass,no,no,no,420,0
220823, n AK82.K4.KQ43.J86 ,s JT53.AQJ.A9.AKT2 ,1520,4,2,4,3,16,4,3,2,4,19,3N,4♠,7♠,Pass,no,no,1510,0
220824, n .AK986.AJ6.KJ643 ,s AKQ653.J.KQ97.A9 ,1440,0,5,3,5,16,6,1,4,2,19,4♣,7♦,Pass,no,no,no,1440,0
220825, n AJ4.T9.AQJ83.K65 ,s KQ75.A5.T742.J84 ,430,3,2,5,3,15,4,2,4,3,10,3N,Pass,no,no,no,no,430,0
220826, n 8765.72.QJ9.AKJT ,s QJT3.AKJ.8753.73 ,300,4,2,3,4,11,4,3,4,2,11,3N,Pass,no,no,no,no,400,3
220827, n Q3.KJ832.J65.A87 ,s AJ5.Q764.A842.QJ ,300,2,5,3,3,11,3,4,4,2,14,3N,Pass,no,no,no,no,400,3
220828, n Q9864.A85.AJ5.75 ,s AKJ3.4.Q96.QT863 ,450,5,3,3,2,11,4,1,3,5,12,3N,4♠,Pass,no,no,no,450,0
220829, n J.AK2.A92.KJT654 ,s Q63.43.K8764.A82 ,430,1,3,3,6,16,3,2,5,3,9,3N,Pass,no,no,no,no,430,0
220830, n .AKQ864.AT63.JT9 ,s 7654.5.QJ4.A7532 ,130,0,6,4,3,14,4,1,3,5,7,1♥,Pass,no,no,no,no,140,0
220831, n 8.AQT8.754.AJ853 ,s AKJ3.954.Q863.T4 ,120,1,4,3,5,11,4,3,4,2,10,1♥,Pass,no,no,no,no,110,0
220832, n AQJ.K32.AT43.J97 ,s K82.AJ97.QJ2.832 ,120,3,3,4,3,15,3,4,3,3,11,1♥,Pass,no,no,no,no,110,0
220833, n A952.87.AT65.A84 ,s KQ43.95.K93.K532 ,140,4,2,4,3,12,4,2,3,4,11,1♠,Pass,no,no,no,no,140,0
220834, n A87.A.AK9632.A65 ,s 642.KQ6.85.98732 ,120,3,1,6,3,19,3,3,2,5,5,1♣,Pass,no,no,no,no,110,0
220835, n J53.AKQJ4.J72.52 ,s KT84.987.AQ9.863 ,140,3,5,3,2,12,4,3,3,3,9,1♥,Pass,no,no,no,no,140,0
220836, n AQ.963.AT5.KQT76 ,s 65.AQ742.J9.9843 ,300,2,3,3,5,15,2,5,2,4,7,1♥,4♥,Pass,no,no,no,420,3
220837, n A93.AK52.K.97642 ,s Q8765.QJT7.AQ9.A ,1510,3,4,1,5,14,5,4,3,1,15,3N,4♥,7♥,Pass,no,no,1510,0
220838, n AQJ.AJ.KJT7.KT83 ,s 43.Q976.862.QJ95 ,100,3,2,4,4,19,2,4,3,4,5,1N,Pass,no,no,no,no,120,1
220839, n 975.AT4.AKJT93.7 ,s Q86.K986.542.AT2 ,460,3,3,6,1,12,3,4,3,3,9,3N,Pass,no,no,no,no,460,0
220840, n 84.KT3.JT8.AKJ97 ,s 3.A75.AKQ654.542 ,920,2,3,3,5,12,1,3,6,3,13,3N,6♣,Pass,no,no,no,920,0
220841, n A9.Q95.87.AKT873 ,s K876.A872.42.Q54 ,140,2,3,2,6,13,4,4,2,3,9,1♥,Pass,no,no,no,no,140,0
220842, n J9842.QT98.AQ3.Q ,s KT3.A7652.K8.A82 ,450,5,4,3,1,11,3,5,2,3,14,1♥,4♥,Pass,no,no,no,450,0
220843, n AKJ9654.AJ.K5.AT ,s T2.K932.QT4.Q654 ,460,7,2,2,2,20,2,4,3,4,7,3N,4♠,Pass,no,no,no,450,0
220844, n KT.872.AKQT84.A2 ,s 9762.K.32.KQJ654 ,400,2,3,6,2,16,4,1,2,6,9,3N,5♣,Pass,no,no,no,400,0
220845, n AQ7.A97.QT32.QJ3 ,s K942.QT6.K6.AK75 ,990,3,3,4,3,15,4,3,2,4,15,1♠,1N,2♦,3N,Pass,no,460,-11
220846, n Q6.K5.A98.KQT985 ,s JT732.AQ632.Q7.A ,450,2,2,3,6,14,5,5,2,1,13,3N,4♥,Pass,no,no,no,450,0
220847, n A52.K8.T532.AT73 ,s KQJT.AQJ654..J54 ,980,3,2,4,4,11,4,6,0,3,14,3N,6♠,Pass,no,no,no,980,0
220848, n T.K63.AKJ98.KJ96 ,s AKQJ85.A5.T762.T ,990,1,3,5,4,15,6,2,4,1,14,3N,6N,Pass,no,no,no,990,0
220849, n AQ6.T942.AQ2.J96 ,s 982.K.KJT543.AKQ ,430,3,4,3,3,13,3,1,6,3,16,3N,Pass,no,no,no,no,430,0
220850, n K83.AT82.AQT.T86 ,s QJ42.5.8753.KQJ9 ,120,3,4,3,3,13,4,1,4,4,9,1♠,Pass,no,no,no,no,110,0
220851, n 8.J53.K85.AKT742 ,s AJ97.K74.AT.QJ95 ,400,1,3,3,6,11,4,3,2,4,15,3N,Pass,no,no,no,no,400,0
220852, n A43.AT82.AKJT.A2 ,s K762.653.Q.KT987 ,920,3,4,4,2,20,4,3,1,5,8,3N,6♣,Pass,no,no,no,920,0
220853, n AKJ9.63.QJ64.Q43 ,s Q763.A.K753.KT82 ,450,4,2,4,3,13,4,1,4,4,12,1♠,4♠,Pass,no,no,no,450,0
220854, n 83.A76.K932.AJ98 ,s AT9765.KQ98..QT3 ,450,2,3,4,4,12,6,4,0,3,11,3N,4♠,Pass,no,no,no,450,0
220855, n AJ53.K982.AKT42. ,s QT87.A7.Q986.Q53 ,1510,4,4,5,0,15,4,2,4,3,10,1♠,4♠,7♠,Pass,no,no,1510,0
220856, n AT7643.A.3.KQ986 ,s K92.KQ65.QJ65.54 ,450,6,1,1,5,13,3,4,4,2,11,3N,4♠,Pass,no,no,no,450,0
220857, n AK93.83.AQ4.KQ97 ,s QJT6.KJT5.K7.832 ,460,4,2,3,4,18,4,4,2,3,10,3N,Pass,no,no,no,no,460,0
220858, n A965432.A7.95.KT ,s Q.T985.AKQJ62.A3 ,430,7,2,2,2,11,1,4,6,2,16,3N,Pass,no,no,no,no,430,0
220859, n AQ952.QT6.K5.Q82 ,s K63.K8.Q762.K764 ,120,5,3,2,3,13,3,2,4,4,11,1♠,Pass,no,no,no,no,110,0
220860, n Q4.K98.AKQ.J9652 ,s J872.AJ32.65.AKT ,430,2,3,3,5,15,4,4,2,3,13,3N,Pass,no,no,no,no,430,0
220861, n T7.J982.95.AKQJT ,s AKJ3.Q64.T64.954 ,-110,2,4,2,5,11,4,3,3,3,10,1♥,Pass,no,no,no,no,80,5
220862, n 5.K.AKJ82.AQT862 ,s A8743.Q8762.Q5.9 ,920,1,1,5,6,17,5,5,2,1,8,3N,6♦,Pass,no,no,no,920,0
220863, n AQJ432.K87.K.A54 ,s T.AQJT2.AQ87.KT8 ,1520,6,3,1,3,17,1,5,4,3,16,3N,4♠,7♥,Pass,no,no,1510,0
220864, n AQJ96.8.QJT8.A65 ,s K873.A6532.A94.4 ,1510,5,1,4,3,14,4,5,3,1,11,1♠,4♠,7♠,Pass,no,no,1510,0
220865, n AJ9643.Q4.K.KQJ7 ,s K52.A87.A973.T92 ,990,6,2,1,4,16,3,3,4,3,11,3N,6N,Pass,no,no,no,990,0
220866, n KJ8752.A2.KQ5.Q2 ,s A64.95.JT64.KJ95 ,140,6,2,3,2,15,3,2,4,4,9,1♠,Pass,no,no,no,no,140,0
220867, n Q85.KJT75.QJT.AK ,s AT64.98.A3.J9863 ,140,3,5,3,2,16,4,2,2,5,9,1♥,Pass,no,no,no,no,140,0
220868, n A83.8.KQT964.A94 ,s K7.KQT965.A2.653 ,420,3,1,6,3,13,2,6,2,3,12,3N,4♥,Pass,no,no,no,420,0
220869, n KQJ53.QJ4.642.K9 ,s A42.KT95.KJ5.AJT ,420,5,3,3,2,12,3,4,3,3,16,1♥,1♠,Pass,no,no,no,140,-7
220870, n KT2.AJ864.QJ7.A2 ,s AJ75.75.T.QT8543 ,140,3,5,3,2,15,4,2,1,6,7,1♠,Pass,no,no,no,no,140,0
220871, n Q982.AQ63.2.KJ83 ,s AT754.J5.KQ43.72 ,420,4,4,1,4,12,5,2,4,2,10,1♠,4♠,Pass,no,no,no,420,0
220872, n AKQJ5.A92.8753.Q ,s 643.KJ54.QT64.A8 ,420,5,3,4,1,16,3,4,4,2,10,3N,4♠,Pass,no,no,no,420,0
220873, n A52.K2.A42.JT964 ,s J8743.QJT4.Q8.AK ,430,3,2,3,5,12,5,4,2,2,13,3N,4♠,Pass,no,no,no,420,0
220874, n AQ952.K3.KJT2.96 ,s K8.T94.Q954.QJ74 ,-420,5,2,4,2,13,2,3,4,4,8,1♠,Pass,no,no,no,no,80,11
220875, n T76.AQ94.QJ93.A2 ,s KQ.75.A6542.KJ83 ,120,3,4,4,2,13,2,2,5,4,13,1♥,Pass,no,no,no,no,110,0
220876, n KT6.QJ85.AJT3.95 ,s 52.A972.2.AKQT87 ,450,3,4,4,2,11,2,4,1,6,13,3N,4♥,Pass,no,no,no,450,0
220877, n 54.AKQJ965.KJ76. ,s 98.8732.A2.AKQ95 ,450,2,7,4,0,14,2,4,2,5,13,1♥,4♥,Pass,no,no,no,450,0
220878, n KT63.J.AK865.Q62 ,s AJ2.AKQ6.Q7.A974 ,990,4,1,5,3,13,3,4,2,4,20,3N,6N,Pass,no,no,no,990,0
220879, n 7.AK86.KJT62.AJT ,s QT3.QT5.Q94.8652 ,140,1,4,5,3,16,3,3,3,4,6,1♥,Pass,no,no,no,no,140,0
220880, n KQ42.AKT54.A74.J ,s 97.Q76.J5.Q98642 ,140,4,5,3,1,17,2,3,2,6,5,1♥,Pass,no,no,no,no,140,0
220881, n Q7.J6.AKQ7.KQJ72 ,s AT62.A93.854.AT5 ,460,2,2,4,5,18,4,3,3,3,12,3N,Pass,no,no,no,no,460,0
220882, n QJ.AKT5.AKQ3.942 ,s AK72.J8764.42.76 ,450,2,4,4,3,19,4,5,2,2,8,1♥,4♥,Pass,no,no,no,450,0
220883, n K87.KQJ532.J9.J3 ,s AQ64.64.T83.AKT2 ,140,3,6,2,2,11,4,2,3,4,13,1♥,Pass,no,no,no,no,140,0
220884, n K8732.986.AJ.K97 ,s QJT94.A3.KQ92.AJ ,450,5,3,2,3,11,5,2,4,2,17,1♠,4♠,Pass,no,no,no,450,0
220885, n K952.8.AJ743.KQ9 ,s AQ43.K52.K8.7653 ,450,4,1,5,3,13,4,3,2,4,12,1♠,4♠,Pass,no,no,no,450,0
220886, n A96.JT32.A32.Q65 ,s J43.64.K964.AK94 ,120,3,4,3,3,11,3,2,4,4,11,1N,Pass,no,no,no,no,120,0
220887, n KQ72.JT9743.A.Q3 ,s 96.AK8.KT86532.K ,450,4,6,1,2,12,2,3,7,1,13,3N,4♥,Pass,no,no,no,450,0
220888, n AQ87.2.AQJ83.A63 ,s KJ43.9765.KT72.9 ,300,4,1,5,3,17,4,4,4,1,7,1♠,4♠,Pass,no,no,no,420,3
220889, n AQ5.K875.J6.J983 ,s KT2.AQJ62.843.AK ,450,3,4,2,4,11,3,5,3,2,17,3N,4♥,Pass,no,no,no,450,0
220890, n T.K9.AT953.AJ954 ,s AQ954.J7.84.KT82 ,400,1,2,5,5,12,5,2,2,4,10,3N,Pass,no,no,no,no,400,0
220891, n AK.KQJ75.A93.J83 ,s T3.T9.KT.KQ97654 ,430,2,5,3,3,18,2,2,2,7,8,3N,Pass,no,no,no,no,430,0
220892, n 43.AQJ5.QT5.AQ73 ,s Q9.K8.K962.J9865 ,420,2,4,3,4,15,2,2,4,5,9,1♥,4♥,Pass,no,no,no,420,0
220893, n QT4.K63.KQJT8.64 ,s 832.874.A7.AKQ83 ,110,3,3,5,2,11,3,3,2,5,13,1♦,Pass,no,no,no,no,110,0
220894, n KT4.AJ93.T6.KT65 ,s J3.T752.A873.AQ8 ,400,3,4,2,4,11,2,4,4,3,11,3N,Pass,no,no,no,no,400,0
220895, n KJ9764.K6.A9.J74 ,s 2.Q43.KQJ63.AQ82 ,430,6,2,2,3,12,1,3,5,4,14,3N,Pass,no,no,no,no,430,0
220896, n AQ5.AKJT97.AT3.7 ,s KJT86.4.8652.T64 ,450,3,6,3,1,18,5,1,4,3,4,1♠,4♠,Pass,no,no,no,450,0
220897, n AKJ43.T2.K6.7632 ,s Q7.K643.85.AKQT9 ,460,5,2,2,4,11,2,4,2,5,14,3N,Pass,no,no,no,no,460,0
220898, n K874.A3.KQJ4.J82 ,s QJT53.K6.A76.T73 ,140,4,2,4,3,14,5,2,3,3,10,1♠,Pass,no,no,no,no,140,0
220899, n AK5.Q.J94.AT9842 ,s QJT42.T.K85.KJ63 ,450,3,1,3,6,14,5,1,3,4,10,1♠,4♠,Pass,no,no,no,450,0
