north,east,south,west,sn,hn,dn,cn,pn,ln,ctn,ss,hs,ds,cs,ps,ls,cts,tcn,tdn,thn,tsn,tnn,tce,tde,the,tse,tne,tcs,tds,ths,tss,tns,tcw,tdw,thw,tsw,tnw,parNS,parEW
 n AKQ982.T.K9.AJ63 ,e T6.Q9432.A732.T9 ,s 75.K65.QJ84.KQ84 ,w J43.AJ87.T65.752 ,6,1,2,4,17,400,6,2,3,4,4,11,700,2,11,8,6,11,7,1,5,6,2,3,11,8,6,11,7,1,5,6,2,3,450,-450
 n Q87643.AK5.Q73.A ,e AKJ52.74.T854.T5 ,s T.QJT962.AJ.Q632 ,w 9.83.K962.KJ9874 ,6,3,3,1,15,600,5,1,6,2,4,10,650,2,6,5,11,8,8,7,7,2,4,4,6,6,11,8,8,7,7,2,4,4,450,-450
 n AK732.63.QT84.A5 ,e T.JT7.AK752.J986 ,s QJ.Q9854.J93.QT7 ,w 98654.AK2.6.K432 ,5,2,4,2,13,650,5,2,5,3,3,8,1000,0,4,6,7,7,6,8,6,6,6,6,4,6,7,7,6,8,6,6,6,6,-90,90
 n AJ952.J97.A6.Q62 ,e T864.K43.Q92.J97 ,s 73.AT52.KJ853.53 ,w KQ.Q86.T74.AKT84 ,5,3,2,3,12,850,4,2,4,5,2,8,800,3,7,9,9,8,8,6,4,4,4,4,7,9,9,8,8,6,4,4,4,4,140,-140
 n QJ976.QT65.AJ.K6 ,e KT8.72.Q63.AJ987 ,s 52.AJ.KT9752.Q54 ,w A43.K9843.84.T32 ,5,4,2,2,13,650,3,2,2,6,3,10,750,3,5,8,7,8,8,7,4,6,5,5,5,8,7,8,8,8,5,6,5,5,100,-100
 n AJ8753.843.A.AJ6 ,e Q962.JT2.T863.T5 ,s KT.Q75.KJ92.Q872 ,w 4.AK96.Q754.K943 ,6,3,1,3,14,700,6,2,3,4,4,11,800,2,8,7,7,9,8,4,6,5,3,4,9,7,7,9,9,4,6,5,4,4,400,-400
 n A6532..A932.KQJ3 ,e T7.Q86432.JT86.5 ,s KQ.KT9.Q54.T9862 ,w J984.AJ75.K7.A74 ,5,0,4,4,14,500,5,2,3,3,5,10,850,2,11,9,4,9,7,1,4,8,3,3,11,9,4,9,7,2,4,8,3,3,400,-400
 n KQ8632.KT72.A2.4 ,e J74.A9643.T73.J6 ,s A5.QJ.Q9854.Q753 ,w T9.85.KJ6.AKT982 ,6,4,2,1,12,500,4,2,2,5,4,11,800,2,5,7,7,10,6,8,5,6,3,5,5,7,7,10,6,8,5,6,3,5,420,-420
 n AKJT943.A4.87.T6 ,e 8.7532.KQJT65.K5 ,s Q7.T9.A3.AJ98742 ,w 652.KQJ86.942.Q3 ,7,2,2,2,12,550,5,2,2,2,7,11,700,4,11,4,4,11,10,1,9,8,1,1,11,4,4,11,10,1,9,8,1,1,450,-450
 n K8742.T9.AT2.AJ2 ,e 965.AJ865.6.K843 ,s QJ.Q4.QJ53.QT765 ,w AT3.K732.K9874.9 ,5,2,3,3,12,800,5,2,2,4,5,10,850,0,7,7,3,7,6,4,6,9,4,6,7,7,3,7,6,4,6,9,4,6,-140,140
 n AKJ74.52.T64.A85 ,e 8632.JT93.J75.Q4 ,s Q9.Q876.83.KJT96 ,w T5.AK4.AKQ92.732 ,5,2,3,3,12,750,5,2,4,2,5,8,800,1,9,4,6,9,5,3,8,6,3,3,9,4,6,9,5,3,8,6,3,3,140,-140
 n AQJ43.T5.9.AQT86 ,e K6.A9742.T73.J95 ,s 5.KQJ83.6542.K74 ,w T9872.6.AKQJ8.32 ,5,2,1,5,13,450,4,1,5,4,3,9,700,2,10,6,8,7,6,3,7,4,5,6,10,6,8,7,6,3,7,4,5,6,130,-130
 n QJT94.KQT.7.A865 ,e A876.7432.KJ86.9 ,s 52.985.Q932.KQJ7 ,w K3.AJ6.AT54.T432 ,5,3,1,4,12,600,3,2,3,4,4,8,850,1,7,3,4,7,6,5,9,8,6,7,7,3,4,7,6,5,9,8,6,7,-110,110
 n AQJ73.AQ4.K87.54 ,e T2.KT872.432.A96 ,s 95.J3.A96.QJT832 ,w K864.965.QJT5.K7 ,5,3,3,2,16,550,5,2,2,3,6,8,800,2,10,8,7,8,7,3,5,6,4,4,10,8,7,8,7,3,5,6,5,4,130,-130
 n KQJ643.K4.AK953. ,e 952.JT875.J7.AQ3 ,s 7.Q93.QT2.KJT764 ,w AT8.A62.864.9852 ,6,2,5,0,16,300,5,1,3,3,6,8,750,1,9,11,7,11,10,4,2,6,2,3,8,11,7,11,9,4,2,6,2,3,450,-450
 n AQT92.JT8.Q.A973 ,e K64.7.AKJ9652.K5 ,s 53.AK542.73.QT64 ,w J87.Q963.T84.J82 ,5,3,1,4,13,700,4,2,5,2,4,9,750,3,10,4,9,9,5,3,9,4,4,8,10,4,9,9,5,3,9,4,4,8,100,-100
 n K876532.J.A7.KJ5 ,e AJT.AQ84.K5.Q643 ,s Q4.K52.Q942.A987 ,w 9.T9763.JT863.T2 ,7,1,2,3,12,600,4,2,3,4,4,11,850,3,9,6,4,10,7,4,6,8,3,5,8,6,4,10,7,4,6,8,3,5,420,-420
 n AT9543.KQJ6.QJ.A ,e 8.T75.A752.J8654 ,s K6.9842.KT863.K7 ,w QJ72.A3.94.QT932 ,6,4,2,1,17,500,5,2,4,5,2,9,700,3,5,10,10,9,8,8,2,2,3,2,5,10,10,9,8,8,2,2,3,2,420,-420
 n AKQ654.7.AQ832.A ,e T9.AJ84.K7.T9864 ,s J7.KT65.JT54.KQ7 ,w 832.Q932.96.J532 ,6,1,5,1,19,200,7,2,4,4,3,10,800,2,7,11,8,11,11,6,1,4,1,2,7,11,8,11,11,6,1,4,1,2,460,-460
 n AK98642.K9.AT5.T ,e QT7.T854.QJ2.Q32 ,s J3.AJ632.964.AJ9 ,w 5.Q7.K873.K87654 ,7,2,3,1,14,500,6,2,5,3,3,11,900,4,6,8,9,11,9,6,5,1,1,2,6,8,9,12,9,6,5,1,1,2,980,-980
 n JT743.A986.AQ2.J ,e Q86.Q4.853.AQT62 ,s K9.J3.J94.K98743 ,w A52.KT752.KT76.5 ,5,4,3,1,12,700,4,2,2,3,6,8,800,2,7,6,5,7,6,5,7,7,6,7,8,6,5,7,6,5,7,7,6,7,90,-90
 n A8752.KJT.76.A82 ,e 64.82.K532.JT765 ,s K9.Q7654.AJT98.4 ,w QJT3.A93.Q4.KQ93 ,5,3,2,3,12,750,5,2,5,5,1,10,600,3,5,9,10,8,8,8,3,2,4,5,5,9,10,8,8,8,3,2,4,5,420,-420
 n K9754.KJ5.AQ95.3 ,e 8.T72.KT7.KQT654 ,s 32.A9864.8632.A9 ,w AQJT6.Q3.J4.J872 ,5,3,4,1,13,600,4,2,5,4,2,8,800,4,4,10,9,7,7,9,3,4,6,5,4,10,9,7,7,9,3,4,6,6,130,-130
 n AKQ64.3.Q2.AT853 ,e 875.KJ97.65.J942 ,s 32.AQT52.AT9874. ,w JT9.864.KJ3.KQ76 ,5,1,2,5,15,500,5,2,5,6,0,10,500,4,9,12,10,11,9,4,1,3,2,4,9,12,10,11,9,4,1,3,1,4,920,-920
 n K9876.KJ3.AKT9.3 ,e A43.8652.2.QJT54 ,s T.QT7.Q7643.AK98 ,w QJ52.A94.J85.762 ,5,3,4,1,14,600,5,1,3,5,4,11,700,3,7,11,8,9,9,5,2,5,4,3,7,11,8,9,9,5,2,5,4,3,400,-400
 n K87432.K6.6.AQ52 ,e 965.QJT853.Q43.6 ,s QJ.A97.J98.T9743 ,w AT.42.AKT752.KJ8 ,6,2,1,4,12,500,4,2,3,3,5,8,1000,2,10,4,5,9,6,3,9,8,3,7,10,4,5,9,6,3,9,8,3,7,100,-100
 n KQJ72.KT6.Q52.K6 ,e T86.AJ43.84.A532 ,s A9.Q982.K763.T94 ,w 543.75.AJT9.QJ87 ,5,3,3,2,14,650,3,2,4,4,3,9,850,3,6,7,8,8,8,7,6,4,5,4,6,7,8,8,8,7,6,4,5,4,120,-120
 n A8764.Q864.Q.AK6 ,e T95.J93.A973.JT5 ,s Q2.AKT5.862.9432 ,w KJ3.72.KJT54.Q87 ,5,4,1,3,15,650,5,2,4,3,4,9,900,3,9,5,10,9,7,4,8,3,4,6,9,5,10,9,7,4,8,3,4,6,420,-420
 n AKJ83.A764.8.943 ,e QT4.Q95.KT5.KJT8 ,s 75.KT8.AJ974.Q76 ,w 962.J32.Q632.A52 ,5,4,1,3,12,650,5,2,3,5,3,10,850,3,6,7,8,8,7,5,5,4,5,6,6,8,9,8,7,5,5,4,5,6,140,-140
 n A76543.A9.A3.AJ9 ,e J92.KJ32.9.QT832 ,s KQ.864.JT52.K754 ,w T8.QT75.KQ8764.6 ,6,2,2,3,17,600,8,2,3,4,4,9,900,2,9,7,6,10,10,3,6,7,3,3,10,7,6,10,10,3,6,7,3,3,430,-430
 n AJT52.AQJT.86.KJ ,e KQ98.2.K752.QT76 ,s 7.K543.AJT43.842 ,w 643.9876.Q9.A953 ,5,4,2,2,16,500,5,1,4,5,3,8,750,3,6,9,9,8,8,7,4,3,5,5,6,9,9,8,8,7,4,3,5,5,140,-140
 n Q6432.A32.AK2.32 ,e 95.QJ854.J5.AT76 ,s A8.K976.QT64.J85 ,w KJT7.T.9873.KQ94 ,5,3,3,2,13,750,5,2,4,4,3,10,850,3,5,8,7,9,8,7,4,5,4,5,5,8,7,9,8,7,4,5,4,5,140,-140
 n AQJ53.T.AJ73.A54 ,e T982.Q9532.Q8.62 ,s 76.AKJ8.6542.JT3 ,w K4.764.KT9.KQ987 ,5,1,4,3,16,550,6,2,4,4,3,9,850,3,8,11,9,9,9,4,2,4,3,3,8,11,9,10,10,5,2,4,3,3,430,-430
 n AKQ65.K7.9875.98 ,e JT7.T3.AKT4.A632 ,s 9.AQ9642.J6.J754 ,w 8432.J85.Q32.KQT ,5,2,4,2,12,600,4,1,6,2,4,8,700,2,5,6,9,8,5,6,7,4,5,4,6,6,9,8,5,6,7,4,5,4,140,-140
 n K9643.AKT3.KT9.7 ,e AQ85.QJ64.J5.T64 ,s 2.987.A872.AQ532 ,w JT7.52.Q643.KJ98 ,5,4,3,1,13,600,5,1,3,4,5,10,700,4,8,8,8,7,6,5,4,4,6,7,8,8,8,7,6,5,4,4,6,7,100,-100
 n AJT7632.J4.KJ.QJ ,e Q98.K2.873.A9853 ,s K5.QT98653.Q5.K7 ,w 4.A7.AT9642.T642 ,7,2,2,2,13,650,3,2,7,2,2,10,650,2,3,3,8,9,5,10,10,4,4,6,3,3,8,9,5,10,10,4,4,5,-100,100
 n KQJ542.A76.Q9.Q4 ,e AT8.K53.T87.T962 ,s 97.QJ42.KJ652.A3 ,w 63.T98.A43.KJ875 ,6,3,2,2,14,700,3,2,4,5,2,11,700,3,6,9,9,9,7,7,4,3,3,4,6,9,9,9,7,7,4,3,3,4,140,-140
 n T9432.AKJ.A7.843 ,e Q7.Q8543.863.Q92 ,s J.T962.KQJ92.J76 ,w AK865.7.T54.AKT5 ,5,3,2,3,12,750,5,1,4,5,3,8,800,1,5,8,8,5,6,8,5,5,7,6,5,8,8,5,6,8,5,5,7,6,100,-100
 n AKJ43.AJT4.J98.6 ,e 862.7532.A5.AJT7 ,s 95.KQ96.K64.Q942 ,w QT7.8.QT732.K853 ,5,4,3,1,14,600,5,2,4,3,4,10,750,2,6,6,11,10,9,7,7,2,3,4,6,6,11,10,9,7,7,2,3,4,450,-450
 n QJT94.AQ7.KJ9.A9 ,e A532.KJT2.A73.53 ,s K6.86.Q852.KQJT2 ,w 87.9543.T64.8764 ,5,3,3,2,17,600,5,2,2,4,5,11,650,2,11,11,6,11,11,2,2,6,2,2,10,10,6,10,10,2,2,6,2,2,460,-460
 n KQ965.95.AQ3.KT8 ,e T83.7643.J742.Q7 ,s 72.AQJ2.K986.532 ,w AJ4.KT8.T5.AJ964 ,5,2,3,3,14,600,4,2,4,4,3,10,750,3,7,9,8,8,8,6,3,4,3,3,7,9,8,8,8,6,4,5,4,4,120,-120
 n AK7542.A85.KJ4.9 ,e J83.974.Q72.AJT4 ,s 96.KQ63.T65.KQ53 ,w QT.JT2.A983.8762 ,6,3,3,1,15,600,6,2,4,3,4,10,700,2,8,9,10,10,9,4,4,3,3,3,8,8,10,10,8,4,4,3,3,3,420,-420
 n KJT86.KT85.A.KT9 ,e 97532.Q.JT762.83 ,s .J762.KQ983.Q654 ,w AQ4.A943.54.AJ72 ,5,4,1,3,14,550,5,0,4,5,4,8,650,1,8,8,10,6,9,4,5,3,7,4,8,8,10,6,9,4,5,3,7,4,420,-420
 n K9754.32.KQJ.KJT ,e 8632.QT86.A87.A2 ,s QT.AKJ7.T632.765 ,w AJ.954.954.Q9843 ,5,2,3,3,13,650,3,2,4,4,3,10,850,3,8,9,8,9,9,5,3,4,4,4,8,9,8,9,9,5,3,4,4,4,400,-400
 n Q9754.T93.AK.K74 ,e A82.AKJ6.T8.T863 ,s J3.Q42.Q643.AQ52 ,w KT6.875.J9752.J9 ,5,3,2,3,12,750,4,2,3,4,4,11,800,2,7,6,6,8,8,5,6,6,5,5,7,6,6,8,8,5,6,6,5,5,120,-120
 n AKT98.K4.AK86.72 ,e J6.J753.94.JT654 ,s Q5.QT98.Q753.K83 ,w 7432.A62.JT2.AQ9 ,5,2,4,2,17,500,7,2,4,4,3,9,900,1,7,10,9,10,9,6,2,3,2,2,7,11,10,11,10,6,2,3,2,2,450,-450
 n AK542.AQ76.QJ.A3 ,e 3.J3.T7654.KT984 ,s 87.KT2.A983.Q762 ,w QJT96.9854.K2.J5 ,5,4,2,2,20,500,7,2,3,4,4,9,850,3,9,9,10,9,10,4,4,2,4,2,9,8,10,9,10,4,4,2,4,2,430,-430
 n AKQ872.Q7.AJ93.3 ,e J65.AT9.K72.AT65 ,s 9.864.Q64.KQJ972 ,w T43.KJ532.T85.84 ,6,2,4,1,16,500,5,1,3,3,6,8,750,1,9,9,6,9,7,3,3,7,4,6,9,9,6,9,7,3,3,7,4,6,140,-140
 n AKQ93.T63.T74.K4 ,e J642.A.K93.A9653 ,s 5.Q9874.AQ85.QJT ,w T87.KJ52.J62.872 ,5,3,3,2,12,700,4,1,5,4,3,11,650,2,7,8,9,8,8,6,5,4,4,5,7,8,9,8,8,6,5,4,4,5,140,-140
 n AQ9654.AT2.Q.A96 ,e 8732.Q63.AT53.85 ,s J.KJ975.K642.T73 ,w KT.84.J987.KQJ42 ,6,3,1,3,16,600,6,1,5,4,3,8,800,2,7,7,12,10,10,5,5,1,2,2,7,7,12,10,10,5,5,1,2,2,980,-980
 n KQ9876.KQ.J7.JT3 ,e A54.765.KT985.A8 ,s 32.AT2.Q32.KQ752 ,w JT.J9843.A64.964 ,6,2,2,3,12,700,2,2,3,3,5,11,750,3,9,6,6,8,7,4,7,7,4,5,9,6,6,8,7,4,7,7,4,5,110,-110
 n AKQ542.KQ8.7.JT7 ,e 87.T743.Q3.AQ852 ,s J6.5.AJT8654.K94 ,w T93.AJ962.K92.63 ,6,3,1,3,15,500,4,2,1,7,3,9,650,3,8,9,6,10,10,5,3,7,2,3,8,9,6,10,10,5,3,7,2,3,430,-430
 n AKQ63.8543.KJ4.3 ,e JT8.J972.A2.QJT4 ,s 2.AQT.T963.K9752 ,w 9754.K6.Q875.A86 ,5,4,3,1,13,600,4,1,3,4,5,9,700,3,7,8,8,8,7,6,5,5,5,6,7,8,8,8,7,6,5,5,5,6,110,-110
 n AKJT952.3.AJT.T6 ,e .AJ86.KQ9842.AJ3 ,s Q.KQ742.5.K98754 ,w 87643.T95.763.Q2 ,7,1,3,2,13,500,5,1,5,1,6,10,500,2,9,4,7,11,9,4,9,6,2,3,9,4,6,10,9,3,8,5,2,3,450,-450
 n AKT862.42.K765.A ,e QJ973.K93.T3.KQ4 ,s .Q8.AQ9842.98532 ,w 54.AJT765.J.JT76 ,6,2,4,1,14,500,6,0,2,6,5,8,600,2,6,11,4,8,7,6,0,7,5,4,6,11,4,8,7,6,0,7,5,4,400,-400
 n AKJ84.KT.J.AT632 ,e Q952.82.Q975.QJ5 ,s T.Q65.KT86.K9874 ,w 763.AJ9743.A432. ,5,2,1,5,16,450,6,1,3,4,5,8,750,2,10,7,7,8,9,3,6,6,4,4,10,7,7,9,9,3,6,6,4,4,400,-400
 n AKQ93.AQ3.J3.J75 ,e T87.T974.AQ54.32 ,s 52.J862.T6.AKT98 ,w J64.K5.K9872.Q64 ,5,3,2,3,17,600,5,2,4,2,5,8,800,3,10,7,9,10,8,1,6,3,3,3,10,7,9,10,8,1,6,3,3,3,420,-420
 n AT874.AQ98.T.QT4 ,e J95.J73.97642.76 ,s K2.T64.83.AK8532 ,w Q63.K52.AKQJ5.J9 ,5,4,1,3,12,650,4,2,3,2,6,10,700,4,12,6,11,11,8,0,6,2,2,3,12,6,11,11,8,0,6,2,2,3,920,-920
 n J9632.AT3.AK76.2 ,e A75.7542.QT842.A ,s KT.KJ986.J5.J763 ,w Q84.Q.93.KQT9854 ,5,3,4,1,12,700,5,2,5,2,4,9,800,2,5,7,10,8,8,8,5,2,4,4,5,7,10,8,8,8,5,2,3,4,420,-420
 n AK9853..KJT86.A8 ,e QJ64.QJT72.Q.Q53 ,s 7.AK943.753.KT96 ,w T2.865.A942.J742 ,6,0,5,2,15,350,6,1,5,3,4,10,700,4,9,11,8,10,9,4,2,5,3,3,9,11,8,10,9,4,2,5,3,3,420,-420
 n QJ832.KT9.AK98.3 ,e A.85432.QT75.K85 ,s 6.AQ76.J3.JT9742 ,w KT9754.J.642.AQ6 ,5,3,4,1,13,600,4,1,4,2,6,8,700,2,8,6,7,6,7,5,6,5,7,6,8,6,7,6,7,5,6,5,7,6,90,-90
 n AKQJT3.74.K2.A97 ,e 964.32.AT73.Q652 ,s 52.QJ8.QJ865.K83 ,w 87.AKT965.94.JT4 ,6,2,2,3,17,500,6,2,3,5,3,9,800,1,7,9,5,10,6,5,4,7,3,3,7,9,6,10,9,5,4,7,3,3,420,-420
 n AQT82.85.K9.QJ82 ,e KJ76.KQJ96.A3.93 ,s 93.743.Q8765.AK5 ,w 54.AT2.JT42.T764 ,5,2,2,4,12,600,3,2,3,5,3,9,850,3,7,7,5,7,5,6,5,8,6,7,7,7,4,7,5,6,5,8,6,7,-100,100
 n AKJ84.Q9.A94.QJ8 ,e Q32.7432.52.T532 ,s 96.KJ8.KJ73.K976 ,w T75.AT65.QT86.A4 ,5,2,3,3,17,650,5,2,3,4,4,11,800,3,10,10,8,10,9,3,3,5,3,3,10,10,8,10,9,3,3,5,3,3,420,-420
 n QJT87642.A5.A.A2 ,e 5.K43.KQJ86532.7 ,s A3.QJT76.97.KJ65 ,w K9.982.T4.QT9843 ,8,2,1,2,15,400,6,2,5,2,4,11,700,3,8,5,10,11,5,5,8,2,2,2,8,5,10,11,5,5,8,2,2,2,450,-450
 n AKT9432.A53..A54 ,e Q65.JT9.T2.JT876 ,s 8.K87.K7653.KQ93 ,w J7.Q642.AQJ984.2 ,7,3,0,3,15,500,7,1,3,5,4,11,600,3,10,7,8,12,9,2,6,4,1,4,10,7,8,12,9,2,6,4,1,4,980,-980
 n AQJ82.Q.QT86.KJ6 ,e 7.K974.AK.AQ9732 ,s K5.AJ8.J95432.T8 ,w T9643.T6532.7.54 ,5,1,4,3,15,600,3,2,3,6,2,9,800,3,4,10,3,8,6,9,3,9,5,3,4,9,3,8,6,9,3,9,5,3,100,-100
 n AKQ987.T.K9643.9 ,e 43.KJ96.JT8.J852 ,s T2.87432.A.AQT43 ,w J65.AQ5.Q752.K76 ,6,1,5,1,12,400,4,2,5,1,5,10,600,4,7,9,7,11,9,6,3,5,1,4,7,9,7,11,9,6,3,5,1,4,450,-450
 n QJT73.2.KT8.AK72 ,e A6.QJ73.763.QJ54 ,s K.T954.AQ954.863 ,w 98542.AK86.J2.T9 ,5,1,3,4,13,600,4,1,4,5,3,9,750,3,9,10,6,8,8,4,2,7,5,5,9,10,6,8,8,4,2,7,5,5,130,-130
 n AK976.QT43.K.AQ8 ,e 53.K75.A976.JT97 ,s J8.AJ62.QT543.K3 ,w QT42.98.J82.6542 ,5,4,1,3,18,500,6,2,4,5,2,11,750,3,9,11,12,11,11,4,2,1,1,2,9,11,12,11,11,4,2,1,2,2,980,-980
 n QJ765.Q7.AKQ6.62 ,e T9.A9642.87.KJ93 ,s A2.K83.J9542.Q87 ,w K843.JT5.T3.AT54 ,5,2,4,2,14,600,3,2,3,5,3,10,850,3,4,9,4,8,7,9,4,9,5,6,4,9,4,8,7,9,4,9,5,6,-100,100
 n AKQJ8.AQ.T.Q8753 ,e T.KT64.98642.J64 ,s 75.J985.KQJ3.K92 ,w 96432.732.A75.AT ,5,2,1,5,18,400,5,2,4,4,3,10,800,2,9,7,8,9,10,3,5,4,3,3,9,7,8,9,10,4,5,4,3,3,430,-430
 n KQJ86.AT76.32.KT ,e A43.9432.K4.AQ65 ,s 92.KJ8.A75.J9842 ,w T75.Q5.QJT986.73 ,5,4,2,2,13,600,4,2,3,3,5,9,900,3,9,5,9,9,9,4,8,4,4,4,9,5,9,9,9,4,8,4,4,4,300,-300
 n KJ9863..AQJ853.Q ,e A7542.T8643.4.T5 ,s T.AJ95.K6.K98632 ,w Q.KQ72.T972.AJ74 ,6,0,6,1,13,350,3,1,4,2,6,11,600,4,7,10,5,10,9,4,2,7,2,3,7,10,5,10,10,4,2,7,2,3,430,-430
 n AKQT75.K862..A92 ,e J64.T3.QJ974.875 ,s 32.A94.8632.KQ43 ,w 98.QJ75.AKT5.JT6 ,6,4,0,3,16,400,6,2,3,4,4,9,800,3,13,7,11,12,8,0,6,2,1,1,13,7,11,12,8,0,6,2,1,1,1440,-1440
 n AKJ42.T3.J5.AK54 ,e 65.65.KQT93.J832 ,s QT.KQJ974.642.Q7 ,w 9873.A82.A87.T96 ,5,2,2,4,16,550,6,2,6,3,2,10,800,1,8,6,10,10,7,4,7,3,3,5,8,6,10,10,7,4,7,3,3,5,420,-420
 n QJ532.KT7.AK87.A ,e KT.A95.QJ32.T942 ,s 97.QJ642.95.KQ83 ,w A864.83.T64.J765 ,5,3,4,1,17,500,6,2,5,2,4,8,700,1,7,8,10,9,8,6,5,3,4,5,7,8,10,9,8,6,5,3,4,5,420,-420
 n KJ9852.84.AQJ7.Q ,e T6.73.KT53.A8732 ,s A7.AKT962.96.T94 ,w Q43.QJ5.842.KJ65 ,6,2,4,1,13,550,3,2,6,2,3,11,700,5,6,8,11,10,8,6,5,2,2,4,6,8,10,10,8,6,5,2,2,4,450,-450
 n AKJ976.A6.2.KQJ3 ,e 85.K43.Q93.T9874 ,s QT.87.AKT8764.52 ,w 432.QJT952.J5.A6 ,6,2,1,4,18,350,6,2,2,7,2,9,700,3,9,11,6,12,9,4,2,7,1,1,9,11,6,12,9,4,2,7,1,1,980,-980
 n KJ965.A.KJ98.QJT ,e AT32.JT64.75.A65 ,s Q.Q875.AQ6432.94 ,w 874.K932.T.K8732 ,5,1,4,3,15,600,4,1,4,6,2,10,650,2,5,10,6,8,7,7,3,7,4,4,5,10,6,8,7,7,3,7,4,4,130,-130
 n AQJT32.A63.Q5.64 ,e 97.42.KJT432.KJT ,s K.J875.A987.Q972 ,w 8654.KQT9.6.A853 ,6,3,2,2,13,650,4,1,4,4,4,10,800,3,6,5,7,8,8,7,7,6,5,5,6,5,7,8,8,7,7,6,5,5,120,-120
 n KQT8763.KT.AT.K2 ,e 5.A974.QJ865.943 ,s A4.QJ863.K974.J5 ,w J92.52.32.AQT876 ,7,2,2,2,15,400,5,2,5,4,2,11,700,3,5,8,10,11,10,7,4,2,2,2,5,8,10,11,10,7,4,2,2,2,450,-450
 n KT962.AQT.A93.75 ,e AJ84.8654.QJ.983 ,s Q5.J2.87542.KQT6 ,w 73.K973.KT6.AJ42 ,5,3,3,2,13,700,5,2,2,5,4,8,800,1,7,9,6,8,7,6,4,7,5,5,7,9,6,8,8,6,4,7,5,5,120,-120
 n AKT95.86.AT7.Q43 ,e 8432.K9.K954.AJ2 ,s QJ.QJT42.Q832.K8 ,w 76.A753.J6.T9765 ,5,2,3,3,13,750,5,2,5,4,2,11,750,1,6,8,7,9,8,7,5,5,4,4,6,8,7,9,8,7,5,5,4,4,140,-140
 n AT874..AQJ3.AQ42 ,e Q62.QT953.T2.953 ,s J3.KJ8642.87.KT6 ,w K95.A7.K9654.J87 ,5,0,4,4,17,350,6,2,6,2,3,8,800,2,11,9,9,10,10,1,4,3,2,3,11,9,9,10,10,1,4,3,3,3,430,-430
 n A98732.AQ.AJ3.K3 ,e 65.7543.754.AJT4 ,s JT.98.KQ962.Q962 ,w KQ4.KJT62.T8.875 ,6,2,3,2,18,550,7,2,2,5,4,8,750,1,8,11,6,11,11,3,2,6,2,2,8,11,6,11,10,3,2,6,2,2,460,-460
 n AQJ87.AT6.AT9.85 ,e T954.542.2.QJT74 ,s 32.KQ873.54.K963 ,w K6.J9.KQJ8763.A2 ,5,3,3,2,15,650,6,2,5,2,4,8,700,2,8,5,11,9,9,5,7,2,3,3,8,6,11,9,9,5,7,2,3,3,450,-450
 n 98754.AQ65.AQ5.J ,e QT6.8.J642.A7653 ,s 3.972.K87.KQT982 ,w AKJ2.KJT43.T93.4 ,5,4,3,1,13,600,4,1,3,3,6,8,700,2,9,7,7,6,8,3,5,4,7,5,9,7,7,6,8,3,5,4,7,5,120,-120
 n KQJ72.Q53.QT.QJ5 ,e 843.JT964.J652.T ,s 65.K.K9843.K9643 ,w AT9.A872.A7.A872 ,5,3,2,3,13,750,1,2,1,5,5,9,650,3,8,7,4,6,6,4,6,9,6,7,8,7,4,6,6,4,6,9,6,7,-140,140
 n AJ743.AK64.52.AK ,e T862.J9.KJ873.T3 ,s Q.32.AQ94.QJ8642 ,w K95.QT875.T6.975 ,5,4,2,2,19,500,8,1,2,4,6,11,600,2,13,10,10,10,12,0,3,3,2,1,13,10,10,10,12,0,3,3,2,1,1440,-1440
 n KQT54.AQ.KQT6.J9 ,e AJ76.95.987.Q765 ,s 9.JT76.J52.AKT32 ,w 832.K8432.A43.84 ,5,2,4,2,17,450,4,1,4,3,5,9,800,3,11,10,8,9,10,2,2,4,3,3,11,10,8,9,10,2,2,4,3,3,430,-430
 n AKQT7542..9.QJ74 ,e 9863.AT53.52.AK8 ,s .K8764.AQJ.T9652 ,w J.QJ92.KT87643.3 ,8,0,1,4,12,300,3,0,5,3,5,10,550,3,11,3,4,10,7,2,8,9,2,5,11,3,4,10,7,2,9,8,2,4,300,-300
 n AKJ973.A5.54.J98 ,e .K82.KT9632.AK32 ,s 86.J764.AJ7.QT54 ,w QT542.QT93.Q8.76 ,6,2,2,3,13,650,5,2,4,3,4,8,950,2,6,3,4,7,5,6,9,8,5,5,6,3,4,7,5,7,9,8,6,5,-110,110
 n KQJ73.AT8.Q6.J96 ,e T6.J9742.987.A43 ,s 84.K53.AT543.Q75 ,w A952.Q6.KJ2.KT82 ,5,3,2,3,13,800,3,2,3,5,3,9,850,3,7,8,6,7,7,5,5,7,5,6,7,8,6,7,7,6,5,7,5,6,90,-90
 n AK642.K762.A.J42 ,e J87.Q985.KT954.T ,s T.T3.Q873.AQ9863 ,w Q953.AJ4.J62.K75 ,5,4,1,3,15,600,6,1,2,4,6,8,650,2,11,7,7,7,9,2,5,5,5,4,11,7,7,7,9,2,5,5,5,4,400,-400
 n AK864.8.T74.AQ43 ,e 73.AK952.Q3.K852 ,s J2.Q63.AK8652.J7 ,w QT95.JT74.J9.T96 ,5,1,3,4,13,600,5,2,3,6,2,11,750,3,8,11,7,11,10,4,2,6,2,3,8,11,7,10,10,4,2,6,2,3,450,-450
